"_defaultColorIndex","dimensionality (d-D)","id","log-likelihood","name"
"5","-27.82512855529785","44zbi32d","9714.595703125","cifar10_vs_cifar10_test_weary"
"5","-3.773317337036133","44zbi32d","8213.8544921875","cifar10_vs_cifar10_test_weary"
"5","-60.5718879699707","44zbi32d","11301.998046875","cifar10_vs_cifar10_test_weary"
"5","2.1585936546325684","44zbi32d","8226.212890625","cifar10_vs_cifar10_test_weary"
"5","-14.773040771484375","44zbi32d","9049.158203125","cifar10_vs_cifar10_test_weary"
"5","-26.44741439819336","44zbi32d","9706.109375","cifar10_vs_cifar10_test_weary"
"5","-2.2309749126434326","44zbi32d","7120.701171875","cifar10_vs_cifar10_test_weary"
"5","-8.059272766113281","44zbi32d","8067.0341796875","cifar10_vs_cifar10_test_weary"
"5","-6.895277976989746","44zbi32d","8580.6748046875","cifar10_vs_cifar10_test_weary"
"5","-13.137892723083496","44zbi32d","8501.505859375","cifar10_vs_cifar10_test_weary"
"5","-26.579484939575195","44zbi32d","10000.64453125","cifar10_vs_cifar10_test_weary"
"5","2.3920202255249023","44zbi32d","6402.5859375","cifar10_vs_cifar10_test_weary"
"5","-9.18173885345459","44zbi32d","9286.68359375","cifar10_vs_cifar10_test_weary"
"5","-95.01122283935547","44zbi32d","13001.873046875","cifar10_vs_cifar10_test_weary"
"5","-17.4503231048584","44zbi32d","10209.564453125","cifar10_vs_cifar10_test_weary"
"5","-0.1782505065202713","44zbi32d","7042.98193359375","cifar10_vs_cifar10_test_weary"
"5","-8.666736602783203","44zbi32d","8114.64013671875","cifar10_vs_cifar10_test_weary"
"5","0.9312303066253662","44zbi32d","7258.353515625","cifar10_vs_cifar10_test_weary"
"5","-22.548799514770508","44zbi32d","9731.603515625","cifar10_vs_cifar10_test_weary"
"5","-22.08510398864746","44zbi32d","9631.734375","cifar10_vs_cifar10_test_weary"
"5","-18.052989959716797","44zbi32d","8588.412109375","cifar10_vs_cifar10_test_weary"
"5","0.7990951538085938","44zbi32d","6064.6884765625","cifar10_vs_cifar10_test_weary"
"5","-13.48031234741211","44zbi32d","8705.962890625","cifar10_vs_cifar10_test_weary"
"5","-32.28773880004883","44zbi32d","10354.0380859375","cifar10_vs_cifar10_test_weary"
"5","4.835623264312744","44zbi32d","6231.8828125","cifar10_vs_cifar10_test_weary"
"5","-31.482555389404297","44zbi32d","9533.880859375","cifar10_vs_cifar10_test_weary"
"5","-44.50321578979492","44zbi32d","10620.146484375","cifar10_vs_cifar10_test_weary"
"5","-19.304677963256836","44zbi32d","9441.68359375","cifar10_vs_cifar10_test_weary"
"5","-15.1436767578125","44zbi32d","8498.9716796875","cifar10_vs_cifar10_test_weary"
"5","-197.43032836914062","44zbi32d","11244.287109375","cifar10_vs_cifar10_test_weary"
"5","-3.5820746421813965","44zbi32d","7438.4794921875","cifar10_vs_cifar10_test_weary"
"5","-16.518901824951172","44zbi32d","9049.2255859375","cifar10_vs_cifar10_test_weary"
"5","-15.093935012817383","44zbi32d","9461.634765625","cifar10_vs_cifar10_test_weary"
"5","-6.281740665435791","44zbi32d","7868.4189453125","cifar10_vs_cifar10_test_weary"
"5","-23.54709815979004","44zbi32d","8581.3173828125","cifar10_vs_cifar10_test_weary"
"5","-37.941890716552734","44zbi32d","9911.29296875","cifar10_vs_cifar10_test_weary"
"5","-5.764315605163574","44zbi32d","8582.70703125","cifar10_vs_cifar10_test_weary"
"5","-30.418060302734375","44zbi32d","9236.23046875","cifar10_vs_cifar10_test_weary"
"5","-29.839258193969727","44zbi32d","9938.626953125","cifar10_vs_cifar10_test_weary"
"5","-3.901348352432251","44zbi32d","7364.4384765625","cifar10_vs_cifar10_test_weary"
"5","-7.907834529876709","44zbi32d","8293.107421875","cifar10_vs_cifar10_test_weary"
"5","-36.30615234375","44zbi32d","9959.7255859375","cifar10_vs_cifar10_test_weary"
"5","-9.125702857971191","44zbi32d","8817.013671875","cifar10_vs_cifar10_test_weary"
"5","-19.478435516357422","44zbi32d","8976.8232421875","cifar10_vs_cifar10_test_weary"
"5","-17.76153564453125","44zbi32d","9277.4970703125","cifar10_vs_cifar10_test_weary"
"5","-24.247526168823242","44zbi32d","9117.669921875","cifar10_vs_cifar10_test_weary"
"5","-24.97615623474121","44zbi32d","10374.78515625","cifar10_vs_cifar10_test_weary"
"5","-73.0085678100586","44zbi32d","12186.33984375","cifar10_vs_cifar10_test_weary"
"5","-0.7736587524414062","44zbi32d","7104.62890625","cifar10_vs_cifar10_test_weary"
"5","-47.32842254638672","44zbi32d","10125.416015625","cifar10_vs_cifar10_test_weary"
"5","-5.050417900085449","44zbi32d","9018.4267578125","cifar10_vs_cifar10_test_weary"
"5","-27.523685455322266","44zbi32d","9215.53125","cifar10_vs_cifar10_test_weary"
"5","-4.333869934082031","44zbi32d","7857.05615234375","cifar10_vs_cifar10_test_weary"
"5","-26.223474502563477","44zbi32d","10095.8427734375","cifar10_vs_cifar10_test_weary"
"5","-12.592520713806152","44zbi32d","8320.8564453125","cifar10_vs_cifar10_test_weary"
"5","-52.30380630493164","44zbi32d","9944.494140625","cifar10_vs_cifar10_test_weary"
"5","-25.48572540283203","44zbi32d","9422.2509765625","cifar10_vs_cifar10_test_weary"
"5","-5.4909467697143555","44zbi32d","7275.2373046875","cifar10_vs_cifar10_test_weary"
"5","-19.679014205932617","44zbi32d","9879.927734375","cifar10_vs_cifar10_test_weary"
"5","-77.06640625","44zbi32d","7721.728515625","cifar10_vs_cifar10_test_weary"
"5","-17.819440841674805","44zbi32d","8343.9375","cifar10_vs_cifar10_test_weary"
"5","-37.83066177368164","44zbi32d","8226.765625","cifar10_vs_cifar10_test_weary"
"5","-31.265459060668945","44zbi32d","11088.033203125","cifar10_vs_cifar10_test_weary"
"5","-12.79300594329834","44zbi32d","8615.880859375","cifar10_vs_cifar10_test_weary"
"4","-44.41002655029297","6cdczawe","11826.8984375","cifar10_vs_svhn_test_armorer"
"4","-53.48599624633789","6cdczawe","11966.896484375","cifar10_vs_svhn_test_armorer"
"4","-42.17720413208008","6cdczawe","11501.861328125","cifar10_vs_svhn_test_armorer"
"4","-56.443275451660156","6cdczawe","11678.25390625","cifar10_vs_svhn_test_armorer"
"4","-75.79239654541016","6cdczawe","13191.3896484375","cifar10_vs_svhn_test_armorer"
"4","-112.10252380371094","6cdczawe","12910.7646484375","cifar10_vs_svhn_test_armorer"
"4","-28.95675277709961","6cdczawe","11949.6796875","cifar10_vs_svhn_test_armorer"
"4","-64.9673080444336","6cdczawe","12047.3984375","cifar10_vs_svhn_test_armorer"
"4","-75.74539184570312","6cdczawe","12167.48828125","cifar10_vs_svhn_test_armorer"
"4","-61.919700622558594","6cdczawe","11353.09375","cifar10_vs_svhn_test_armorer"
"4","-48.18889617919922","6cdczawe","11388.255859375","cifar10_vs_svhn_test_armorer"
"4","-48.53034210205078","6cdczawe","12394.4013671875","cifar10_vs_svhn_test_armorer"
"4","-63.79140090942383","6cdczawe","12580.2587890625","cifar10_vs_svhn_test_armorer"
"4","-101.19434356689453","6cdczawe","13058.39453125","cifar10_vs_svhn_test_armorer"
"4","-66.2004165649414","6cdczawe","12492.90234375","cifar10_vs_svhn_test_armorer"
"4","-57.33255386352539","6cdczawe","12494.25390625","cifar10_vs_svhn_test_armorer"
"4","-65.15294647216797","6cdczawe","11956.5078125","cifar10_vs_svhn_test_armorer"
"4","-67.24226379394531","6cdczawe","11651.640625","cifar10_vs_svhn_test_armorer"
"4","-11.908380508422852","6cdczawe","10461.6103515625","cifar10_vs_svhn_test_armorer"
"4","-26.31582260131836","6cdczawe","10322.02734375","cifar10_vs_svhn_test_armorer"
"4","-51.6198844909668","6cdczawe","11600.4921875","cifar10_vs_svhn_test_armorer"
"4","-46.9802131652832","6cdczawe","11432.06640625","cifar10_vs_svhn_test_armorer"
"4","-56.78281021118164","6cdczawe","12316.484375","cifar10_vs_svhn_test_armorer"
"4","-128.908447265625","6cdczawe","12396.9052734375","cifar10_vs_svhn_test_armorer"
"4","-33.529300689697266","6cdczawe","11018.693359375","cifar10_vs_svhn_test_armorer"
"4","-29.157806396484375","6cdczawe","11152.5087890625","cifar10_vs_svhn_test_armorer"
"4","-28.160770416259766","6cdczawe","11153.466796875","cifar10_vs_svhn_test_armorer"
"4","-61.82788848876953","6cdczawe","12196.3876953125","cifar10_vs_svhn_test_armorer"
"4","-40.5058708190918","6cdczawe","12027.357421875","cifar10_vs_svhn_test_armorer"
"4","-70.79542541503906","6cdczawe","12524.53125","cifar10_vs_svhn_test_armorer"
"4","-78.3966293334961","6cdczawe","12476.587890625","cifar10_vs_svhn_test_armorer"
"4","-78.86174774169922","6cdczawe","12931.732421875","cifar10_vs_svhn_test_armorer"
"4","-80.53602600097656","6cdczawe","12903.755859375","cifar10_vs_svhn_test_armorer"
"4","-24.362667083740234","6cdczawe","10899.44921875","cifar10_vs_svhn_test_armorer"
"4","-95.45469665527344","6cdczawe","11310.8369140625","cifar10_vs_svhn_test_armorer"
"4","-33.76099395751953","6cdczawe","11077.884765625","cifar10_vs_svhn_test_armorer"
"4","-60.906314849853516","6cdczawe","10473.4169921875","cifar10_vs_svhn_test_armorer"
"4","-85.5217056274414","6cdczawe","10977.55078125","cifar10_vs_svhn_test_armorer"
"4","-135.9217071533203","6cdczawe","13658.5341796875","cifar10_vs_svhn_test_armorer"
"4","-87.41436004638672","6cdczawe","12580.001953125","cifar10_vs_svhn_test_armorer"
"4","-91.05429077148438","6cdczawe","12687.44921875","cifar10_vs_svhn_test_armorer"
"4","-50.69853591918945","6cdczawe","12380.130859375","cifar10_vs_svhn_test_armorer"
"4","-82.04703521728516","6cdczawe","12270.240234375","cifar10_vs_svhn_test_armorer"
"4","-54.51976013183594","6cdczawe","11161.240234375","cifar10_vs_svhn_test_armorer"
"4","-56.87361526489258","6cdczawe","11803.4384765625","cifar10_vs_svhn_test_armorer"
"4","-39.99925994873047","6cdczawe","11908.1650390625","cifar10_vs_svhn_test_armorer"
"4","-88.52864074707031","6cdczawe","12842.15625","cifar10_vs_svhn_test_armorer"
"4","-6.548443794250488","6cdczawe","9901.3125","cifar10_vs_svhn_test_armorer"
"4","-20.712230682373047","6cdczawe","10808.9462890625","cifar10_vs_svhn_test_armorer"
"4","-33.70225143432617","6cdczawe","10352.8427734375","cifar10_vs_svhn_test_armorer"
"4","-19.96317481994629","6cdczawe","10036.7607421875","cifar10_vs_svhn_test_armorer"
"4","-29.22123908996582","6cdczawe","10568.5478515625","cifar10_vs_svhn_test_armorer"
"4","-22.270931243896484","6cdczawe","10446.05078125","cifar10_vs_svhn_test_armorer"
"4","-70.2766342163086","6cdczawe","12216.716796875","cifar10_vs_svhn_test_armorer"
"4","-87.22461700439453","6cdczawe","12071.703125","cifar10_vs_svhn_test_armorer"
"4","-33.10797119140625","6cdczawe","11421.994140625","cifar10_vs_svhn_test_armorer"
"4","-37.56022262573242","6cdczawe","11581.337890625","cifar10_vs_svhn_test_armorer"
"4","-38.09145736694336","6cdczawe","10876.853515625","cifar10_vs_svhn_test_armorer"
"4","-45.128108978271484","6cdczawe","11014.974609375","cifar10_vs_svhn_test_armorer"
"4","-16.505460739135742","6cdczawe","10760.896484375","cifar10_vs_svhn_test_armorer"
"4","-43.016571044921875","6cdczawe","11103.7939453125","cifar10_vs_svhn_test_armorer"
"4","-38.113792419433594","6cdczawe","10895.5302734375","cifar10_vs_svhn_test_armorer"
"4","-52.878047943115234","6cdczawe","12425.6298828125","cifar10_vs_svhn_test_armorer"
"4","-66.039306640625","6cdczawe","12420.060546875","cifar10_vs_svhn_test_armorer"
"4","-66.84403228759766","6cdczawe","12785.5224609375","cifar10_vs_svhn_test_armorer"
"4","-83.7501220703125","6cdczawe","12774.841796875","cifar10_vs_svhn_test_armorer"
"4","-46.38203430175781","6cdczawe","11853.2841796875","cifar10_vs_svhn_test_armorer"
"4","-58.47344970703125","6cdczawe","12000.681640625","cifar10_vs_svhn_test_armorer"
"4","-32.807674407958984","6cdczawe","11216.50390625","cifar10_vs_svhn_test_armorer"
"4","-40.16704177856445","6cdczawe","11422.984375","cifar10_vs_svhn_test_armorer"
"4","-48.424747467041016","6cdczawe","12311.0654296875","cifar10_vs_svhn_test_armorer"
"4","-55.99247741699219","6cdczawe","12209.220703125","cifar10_vs_svhn_test_armorer"
