"_defaultColorIndex","id","lineKey","lineVal","name","step"
"11","dnq3rcgq","convolution-std","5798.959892258915","celeba-small_vs_cifar100_test_goofing","-17.899159663865547"
"11","dnq3rcgq","convolution-std","5794.802982412085","celeba-small_vs_cifar100_test_goofing","-17.689075630252102"
"11","dnq3rcgq","convolution-std","5790.446106342317","celeba-small_vs_cifar100_test_goofing","-17.478991596638657"
"11","dnq3rcgq","convolution-std","5785.8883915995675","celeba-small_vs_cifar100_test_goofing","-17.26890756302521"
"11","dnq3rcgq","convolution-std","5781.129040579183","celeba-small_vs_cifar100_test_goofing","-17.058823529411764"
"11","dnq3rcgq","convolution-std","5776.16724515995","celeba-small_vs_cifar100_test_goofing","-16.84873949579832"
"11","dnq3rcgq","convolution-std","5771.002086087881","celeba-small_vs_cifar100_test_goofing","-16.638655462184875"
"11","dnq3rcgq","convolution-std","5765.632796817514","celeba-small_vs_cifar100_test_goofing","-16.428571428571427"
"11","dnq3rcgq","convolution-std","5760.058728244275","celeba-small_vs_cifar100_test_goofing","-16.218487394957982"
"11","dnq3rcgq","convolution-std","5754.279101250014","celeba-small_vs_cifar100_test_goofing","-16.008403361344538"
"11","dnq3rcgq","convolution-std","5748.293256727732","celeba-small_vs_cifar100_test_goofing","-15.798319327731093"
"11","dnq3rcgq","convolution-std","5742.100750059371","celeba-small_vs_cifar100_test_goofing","-15.588235294117647"
"11","dnq3rcgq","convolution-std","5735.701025106944","celeba-small_vs_cifar100_test_goofing","-15.3781512605042"
"11","dnq3rcgq","convolution-std","5729.093680464621","celeba-small_vs_cifar100_test_goofing","-15.168067226890756"
"11","dnq3rcgq","convolution-std","5722.27838266994","celeba-small_vs_cifar100_test_goofing","-14.957983193277311"
"11","dnq3rcgq","convolution-std","5715.254920145646","celeba-small_vs_cifar100_test_goofing","-14.747899159663866"
"11","dnq3rcgq","convolution-std","5708.023073251831","celeba-small_vs_cifar100_test_goofing","-14.53781512605042"
"11","dnq3rcgq","convolution-std","5700.582874437678","celeba-small_vs_cifar100_test_goofing","-14.327731092436974"
"11","dnq3rcgq","convolution-std","5692.934322574607","celeba-small_vs_cifar100_test_goofing","-14.117647058823529"
"11","dnq3rcgq","convolution-std","5685.077723959641","celeba-small_vs_cifar100_test_goofing","-13.907563025210084"
"11","dnq3rcgq","convolution-std","5677.013457110152","celeba-small_vs_cifar100_test_goofing","-13.69747899159664"
"11","dnq3rcgq","convolution-std","5668.7422611961265","celeba-small_vs_cifar100_test_goofing","-13.487394957983193"
"11","dnq3rcgq","convolution-std","5660.265226052524","celeba-small_vs_cifar100_test_goofing","-13.277310924369747"
"11","dnq3rcgq","convolution-std","5651.584025736375","celeba-small_vs_cifar100_test_goofing","-13.067226890756302"
